ID WHO city,Region,iso3,Country,City/Town,"PM10 Annual mean, ug/m3",Year,Number and type of monitoring stations (PM10),note on converted PM10,"PM2.5 Annual mean, ug/m3",Year,Number and type of monitoring stations (PM2.5),note on converted PM2.5,Temporal coverage,for air quality
2592,Eur HI,GBR,United Kingdom,SOUTHAMPTON,21,2013,"1 station, background, urban",measured data,15,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2593,Eur HI,GBR,United Kingdom,SOUTHEND - ON - SEA,15,2013,-,converted from PM2.5,11,2013,"1 station, background, urban",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2594,Eur HI,GBR,United Kingdom,STANFORD-LE-HOPE,24,2013,"1 station, traffic, urban",measured data,14,2013,"1 station, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2595,Eur HI,GBR,United Kingdom,STOCKTON-ON-TEES,17,2013,"1 station, traffic, urban",measured data,10,2013,"1 station, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2596,Eur HI,GBR,United Kingdom,STOKE - ON - TRENT,20,2013,"1 station, background, urban",measured data,14,2013,"1 station, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2597,Eur HI,GBR,United Kingdom,SUNDERLAND,13,2013,-,converted from PM2.5,9,2013,"1 station, background, urban",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2598,Eur HI,GBR,United Kingdom,SWANSEA,19,2013,"1 station, traffic, urban",measured data,12,2013,"1 station, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2599,Eur HI,GBR,United Kingdom,THURROCK,19,2013,"1 station, background, urban",measured data,14,2013,-,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2600,Eur HI,GBR,United Kingdom,WARRINGTON,18,2013,"1 station, industrial, urban",measured data,14,2013,"1 station, industrial, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2601,Eur HI,GBR,United Kingdom,WIGAN,18,2013,-,converted from PM2.5,13,2013,"1 station, background, urban",measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2602,Eur HI,GBR,United Kingdom,WREXHAM,17,2013,"1 station, traffic, urban",measured data,10,2013,"1 station, traffic, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2603,Eur HI,GBR,United Kingdom,YORK,15,2013,"2 stations, background, urban",measured data,12,2013,"2 stations, background, urban",measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2604,Amr HI,USA,United States of America,"Adrian, MI",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2605,Amr HI,USA,United States of America,"Akron, OH",19,2014,-,converted from PM2.5,10,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2606,Amr HI,USA,United States of America,"Albany-Schenectady-Troy, NY",13,2014,-,converted from PM2.5,7,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2607,Amr HI,USA,United States of America,"Albuquerque, NM",12,2014,-,converted from PM2.5,6,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2608,Amr HI,USA,United States of America,"Alexandria, LA",14,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2609,Amr HI,USA,United States of America,"Allegan, MI",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2610,Amr HI,USA,United States of America,"Allentown-Bethlehem-Easton, PA-NJ",17,2014,-,converted from PM2.5,9,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2611,Amr HI,USA,United States of America,"Altoona, PA",21,2014,-,converted from PM2.5,11,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2612,Amr HI,USA,United States of America,"Anchorage, AK",9,2014,-,converted from PM2.5,5,2014,"5 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2613,Amr HI,USA,United States of America,"Anderson, IN",19,2014,-,converted from PM2.5,10,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2614,Amr HI,USA,United States of America,"Ann Arbor, MI",18,2014,-,converted from PM2.5,10,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2615,Amr HI,USA,United States of America,"Appleton, WI",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2616,Amr HI,USA,United States of America,"Asheville, NC",14,2014,-,converted from PM2.5,8,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2617,Amr HI,USA,United States of America,"Ashland, AL",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2618,Amr HI,USA,United States of America,"Athens, OH",14,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2619,Amr HI,USA,United States of America,"Athens, TN",17,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2620,Amr HI,USA,United States of America,"Athens-Clarke County, GA",19,2014,-,converted from PM2.5,10,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2621,Amr HI,USA,United States of America,"Atlanta-Sandy Springs-Marietta, GA",19,2014,-,converted from PM2.5,10,2014,"5 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2622,Amr HI,USA,United States of America,"Atlantic City, NJ",14,2014,-,converted from PM2.5,8,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2623,Amr HI,USA,United States of America,"Augusta-Richmond County, GA-SC",18,2014,-,converted from PM2.5,10,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2624,Amr HI,USA,United States of America,"Augusta-Waterville, ME",13,2014,-,converted from PM2.5,7,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2625,Amr HI,USA,United States of America,"Austin-Round Rock, TX",17,2014,-,converted from PM2.5,9,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2626,Amr HI,USA,United States of America,"Bakersfield, CA",18,2014,-,converted from PM2.5,10,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2627,Amr HI,USA,United States of America,"Baltimore-Towson, MD",18,2014,-,converted from PM2.5,10,2014,"7 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2628,Amr HI,USA,United States of America,"Baraboo, WI",14,2014,-,converted from PM2.5,7,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2629,Amr HI,USA,United States of America,"Baton Rouge, LA",16,2014,-,converted from PM2.5,8,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2630,Amr HI,USA,United States of America,"Battlement Mesa,Garfield,CO",7,2014,-,converted from PM2.5,4,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2631,Amr HI,USA,United States of America,"Bay City, MI",15,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2632,Amr HI,USA,United States of America,"Beaver Dam, WI",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2633,Amr HI,USA,United States of America,"Bellingham, WA",14,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2634,Amr HI,USA,United States of America,"Bennington, VT",12,2014,-,converted from PM2.5,6,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2635,Amr HI,USA,United States of America,"Birmingham-Hoover, AL",20,2014,-,converted from PM2.5,11,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2636,Amr HI,USA,United States of America,"Bishop, CA",15,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2637,Amr HI,USA,United States of America,"Bismarck, ND",8,2014,-,converted from PM2.5,5,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2638,Amr HI,USA,United States of America,"Bloomington, IN",18,2014,-,converted from PM2.5,10,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2639,Amr HI,USA,United States of America,"Boone, NC",13,2014,-,converted from PM2.5,7,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2640,Amr HI,USA,United States of America,"Boston-Cambridge-Quincy, MA-NH",12,2014,-,converted from PM2.5,7,2014,"11 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2641,Amr HI,USA,United States of America,"Boulder, CO",13,2014,-,converted from PM2.5,7,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2642,Amr HI,USA,United States of America,"Bowling Green, KY",17,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2643,Amr HI,USA,United States of America,"Brainerd, MN",9,2014,-,converted from PM2.5,5,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2644,Amr HI,USA,United States of America,"Bremerton-Silverdale, WA",9,2014,-,converted from PM2.5,5,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2645,Amr HI,USA,United States of America,"Bridgeport-Stamford-Norwalk, CT",15,2014,-,converted from PM2.5,8,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2646,Amr HI,USA,United States of America,"Brigham City, UT",12,2014,-,converted from PM2.5,6,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2647,Amr HI,USA,United States of America,"Bryson City (RR name Bryson),Swain,NC",15,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2648,Amr HI,USA,United States of America,"Burlington, NC",15,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2649,Amr HI,USA,United States of America,"Burlington-South Burlington, VT",10,2014,-,converted from PM2.5,5,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2650,Amr HI,USA,United States of America,"Burns,Harney,OR",17,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2651,Amr HI,USA,United States of America,"Butte-Silver Bow, MT",17,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2652,Amr HI,USA,United States of America,"Cadillac, MI",10,2014,-,converted from PM2.5,6,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2653,Amr HI,USA,United States of America,"Cambridge, MD",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2654,Amr HI,USA,United States of America,"Candor,Montgomery,NC",17,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2655,Amr HI,USA,United States of America,"Canton-Massillon, OH",21,2014,-,converted from PM2.5,11,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2656,Amr HI,USA,United States of America,"Cape Coral-Fort Myers, FL",11,2014,-,converted from PM2.5,6,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2657,Amr HI,USA,United States of America,"Carson City, NV",10,2014,-,converted from PM2.5,6,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2658,Amr HI,USA,United States of America,"Cedar Rapids, IA",18,2014,-,converted from PM2.5,10,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2659,Amr HI,USA,United States of America,"Charleston, WV",17,2014,-,converted from PM2.5,9,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2660,Amr HI,USA,United States of America,"Charleston-North Charleston, SC",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2661,Amr HI,USA,United States of America,"Charlotte-Gastonia-Concord, NC-SC",16,2014,-,converted from PM2.5,9,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2662,Amr HI,USA,United States of America,"Charlottesville, VA",14,2014,-,converted from PM2.5,7,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2663,Amr HI,USA,United States of America,"Chattanooga, TN-GA",17,2014,-,converted from PM2.5,9,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2664,Amr HI,USA,United States of America,"Cheyenne, WY",7,2014,-,converted from PM2.5,4,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2665,Amr HI,USA,United States of America,"Chicago-Naperville-Joliet, IL-IN-WI",22,2014,-,converted from PM2.5,12,2014,"5 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2666,Amr HI,USA,United States of America,"Chico, CA",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2667,Amr HI,USA,United States of America,"Cincinnati-Middletown, OH-KY-IN",19,2014,-,converted from PM2.5,10,2014,"5 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2668,Amr HI,USA,United States of America,"Clarksburg, WV",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2669,Amr HI,USA,United States of America,"Clarksville, TN-KY",18,2014,-,converted from PM2.5,10,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2670,Amr HI,USA,United States of America,"Clearlake, CA",8,2014,-,converted from PM2.5,4,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2671,Amr HI,USA,United States of America,"Cleveland-Elyria-Mentor, OH",19,2014,-,converted from PM2.5,10,2014,"7 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2672,Amr HI,USA,United States of America,"Clinton, IA",19,2014,-,converted from PM2.5,10,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2673,Amr HI,USA,United States of America,"Colorado Springs, CO",11,2014,-,converted from PM2.5,6,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2674,Amr HI,USA,United States of America,"Columbia, SC",17,2014,-,converted from PM2.5,9,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2675,Amr HI,USA,United States of America,"Columbia, TN",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2676,Amr HI,USA,United States of America,"Columbus, GA-AL",19,2014,-,converted from PM2.5,10,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2677,Amr HI,USA,United States of America,"Columbus, OH",19,2014,-,converted from PM2.5,10,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2678,Amr HI,USA,United States of America,"Colusa,Colusa,CA",13,2014,-,converted from PM2.5,7,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2679,Amr HI,USA,United States of America,"Concord, NH",12,2014,-,converted from PM2.5,7,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2680,Amr HI,USA,United States of America,"Cookeville, TN",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2681,Amr HI,USA,United States of America,"Corning, NY",11,2014,-,converted from PM2.5,6,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2682,Amr HI,USA,United States of America,"Corpus Christi, TX",18,2014,-,converted from PM2.5,10,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2683,Amr HI,USA,United States of America,"Cortina Indian Rancheria,Colusa,CA",13,2014,-,converted from PM2.5,7,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2684,Amr HI,USA,United States of America,"Crossett,Ashley,AR",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2685,Amr HI,USA,United States of America,"Dale,Spencer,IN",20,2014,-,converted from PM2.5,11,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2686,Amr HI,USA,United States of America,"Dallas-Fort Worth-Arlington, TX",18,2014,-,converted from PM2.5,10,2014,"5 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2687,Amr HI,USA,United States of America,"Daphne-Fairhope-Foley, AL",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2688,Amr HI,USA,United States of America,"Davenport-Moline-Rock Island, IA-IL",18,2014,-,converted from PM2.5,10,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2689,Amr HI,USA,United States of America,"Dayton, OH",17,2014,-,converted from PM2.5,9,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2690,Amr HI,USA,United States of America,"Decatur, AL",17,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2691,Amr HI,USA,United States of America,"Denver-Aurora, CO",13,2014,-,converted from PM2.5,7,2014,"7 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2692,Amr HI,USA,United States of America,"Des Moines-West Des Moines, IA",16,2014,-,converted from PM2.5,8,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2693,Amr HI,USA,United States of America,"Detroit Lakes,Becker,MN",13,2014,-,converted from PM2.5,7,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2694,Amr HI,USA,United States of America,"Detroit-Warren-Livonia, MI",18,2014,-,converted from PM2.5,10,2014,"11 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2695,Amr HI,USA,United States of America,"Dickinson, ND",8,2014,-,converted from PM2.5,4,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2696,Amr HI,USA,United States of America,"Dover, DE",15,2014,-,converted from PM2.5,8,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2697,Amr HI,USA,United States of America,"Duluth, MN-WI",13,2014,-,converted from PM2.5,7,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2698,Amr HI,USA,United States of America,"Durham, NC",14,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2699,Amr HI,USA,United States of America,"Dyersburg, TN",17,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2700,Amr HI,USA,United States of America,"East Stroudsburg, PA",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2701,Amr HI,USA,United States of America,"Eau Claire, WI",15,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2702,Amr HI,USA,United States of America,"El Centro, CA",19,2014,-,converted from PM2.5,10,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2703,Amr HI,USA,United States of America,"El Dorado, AR",17,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2704,Amr HI,USA,United States of America,"El Paso, TX",17,2014,-,converted from PM2.5,9,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2705,Amr HI,USA,United States of America,"Elizabethtown, KY",19,2014,-,converted from PM2.5,10,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2706,Amr HI,USA,United States of America,"Elkhart-Goshen, IN",28,2014,-,converted from PM2.5,15,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2707,Amr HI,USA,United States of America,"Emmetsburg,Palo Alto,IA",14,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2708,Amr HI,USA,United States of America,"Erie, PA",20,2014,-,converted from PM2.5,11,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2709,Amr HI,USA,United States of America,"Eugene-Springfield, OR",14,2014,-,converted from PM2.5,8,2014,"5 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2710,Amr HI,USA,United States of America,"Eureka-Arcata-Fortuna, CA",8,2014,-,converted from PM2.5,4,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2711,Amr HI,USA,United States of America,"Evansville, IN-KY",21,2014,-,converted from PM2.5,11,2014,"4 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2712,Amr HI,USA,United States of America,"Fairbanks, AK",19,2014,-,converted from PM2.5,10,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2713,Amr HI,USA,United States of America,"Fairmont, WV",18,2014,-,converted from PM2.5,10,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2714,Amr HI,USA,United States of America,"Fargo, ND-MN",9,2014,-,converted from PM2.5,5,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2715,Amr HI,USA,United States of America,"Farmington, NM",7,2014,-,converted from PM2.5,4,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2716,Amr HI,USA,United States of America,"Fayetteville, NC",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2717,Amr HI,USA,United States of America,"Fayetteville-Springdale-Rogers, AR-MO",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2718,Amr HI,USA,United States of America,"Flint, MI",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2719,Amr HI,USA,United States of America,"Florence, SC",17,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2720,Amr HI,USA,United States of America,"Florence-Muscle Shoals, AL",17,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2721,Amr HI,USA,United States of America,"Fort Collins-Loveland, CO",12,2014,-,converted from PM2.5,7,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2722,Amr HI,USA,United States of America,"Fort Madison-Keokuk, IA-MO",20,2014,-,converted from PM2.5,11,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2723,Amr HI,USA,United States of America,"Fort Smith, AR-OK",17,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2724,Amr HI,USA,United States of America,"Fort Wayne, IN",21,2014,-,converted from PM2.5,11,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2725,Amr HI,USA,United States of America,"Fresno, CA",28,2014,-,converted from PM2.5,15,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2726,Amr HI,USA,United States of America,"Gainesville, GA",16,2014,-,converted from PM2.5,9,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2727,Amr HI,USA,United States of America,"Gardnerville Ranchos, NV",15,2014,-,converted from PM2.5,8,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2728,Amr HI,USA,United States of America,"Gillette, WY",8,2014,-,converted from PM2.5,4,2014,"3 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2729,Amr HI,USA,United States of America,"Goldsboro, NC",22,2014,-,converted from PM2.5,12,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2730,Amr HI,USA,United States of America,"Gordon,Wilkinson,GA",20,2014,-,converted from PM2.5,11,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2731,Amr HI,USA,United States of America,"Grand Island, NE",12,2014,-,converted from PM2.5,7,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2732,Amr HI,USA,United States of America,"Grand Junction, CO",14,2014,-,converted from PM2.5,7,2014,"1 station, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2733,Amr HI,USA,United States of America,"Grand Rapids-Wyoming, MI",18,2014,-,converted from PM2.5,10,2014,"2 stations, NA",measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
